t,joint_name,side,angle_deg
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.329000000027008,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.329000000027008,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.344000000040978,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.344000000040978,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.344000000040978,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.344000000040978,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.375,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.375,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.375,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.375,8.587621530911346,8.587621530911346,12.885890006006564,12.885890006006564
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.40700000000652,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.40700000000652,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.40700000000652,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.40700000000652,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.438000000023749,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.438000000023749,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.438000000023749,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.438000000023749,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.454000000027008,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.454000000027008,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.454000000027008,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.454000000027008,8.18637946726266,8.18637946726266,12.997950958654622,12.997950958654622
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.5,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.5,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.5,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.5,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.53200000000652,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.53200000000652,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.53200000000652,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.53200000000652,8.796963846739741,8.796963846739741,12.887344720583494,12.887344720583494
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.594000000040978,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.594000000040978,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.594000000040978,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.594000000040978,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.625,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.625,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.625,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.625,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.65700000000652,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.65700000000652,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.65700000000652,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.65700000000652,8.558182579973435,8.558182579973435,13.2710235038007,13.2710235038007
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.688000000023749,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.688000000023749,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.688000000023749,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.688000000023749,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.719000000040978,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.719000000040978,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.719000000040978,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.719000000040978,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.75,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.75,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.75,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.75,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.76600000000326,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.76600000000326,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.76600000000326,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.76600000000326,8.417109553067823,8.417109553067823,13.168624881430954,13.168624881430954
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.813000000023749,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.813000000023749,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.813000000023749,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.813000000023749,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.829000000027008,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.829000000027008,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.829000000027008,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.829000000027008,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.860000000044238,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.860000000044238,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.860000000044238,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.860000000044238,8.778700946331819,8.778700946331819,22.66797682049581,22.66797682049581
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.90700000000652,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.90700000000652,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.90700000000652,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.90700000000652,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.922000000020489,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.922000000020489,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.922000000020489,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
8.922000000020489,8.670610202789963,8.670610202789963,12.701875739811415,12.701875739811415
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.0,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.0,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.0,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.0,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.03200000000652,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.03200000000652,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.03200000000652,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.03200000000652,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.047000000020489,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.047000000020489,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.047000000020489,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.047000000020489,8.934877023020466,8.934877023020466,13.134943952538666,13.134943952538666
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.094000000040978,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.094000000040978,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.094000000040978,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.094000000040978,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.125,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.125,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.125,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.125,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.15700000000652,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.15700000000652,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.15700000000652,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.15700000000652,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.172000000020489,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.172000000020489,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.172000000020489,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.172000000020489,8.376674544613687,8.376674544613687,22.62395724664816,22.62395724664816
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.204000000027008,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.204000000027008,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.204000000027008,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.204000000027008,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.235000000044238,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.235000000044238,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.235000000044238,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.235000000044238,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.25,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.25,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.25,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.25,8.438732762161433,8.438732762161433,13.030783248922242,13.030783248922242
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.297000000020489,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.297000000020489,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.297000000020489,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.297000000020489,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.329000000027008,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.329000000027008,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
9.329000000027008,8.378502853306415,8.378502853306415,14.31206864079355,14.31206864079355
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
