timestamp,activity,set_idx,reps_counted,target_reps,mean_rep_score,form_stability,symmetry_index,final_percent
2025-10-23 02:13:01,forward_flexion,Forward Flexion,1,5,5,0.0000,0.8920,0.0000,26.80
