t,cadence,step_time_L,step_time_R,rel_step_len_L,rel_step_len_R,SI
1760966135.600,0.000,,,,,
1760966135.631,0.000,,,,,
1760966135.663,0.000,,,,,
1760966135.696,0.000,,,,,
1760966135.727,0.000,,,,,
1760966135.759,0.000,,,,,
1760966135.792,0.000,,,,,
1760966135.823,0.000,,,,,
1760966135.856,0.000,,,,,
1760966135.887,0.000,,,,,
1760966135.935,0.000,,,,,
1760966135.967,0.000,,,,,
1760966135.999,0.000,,,,,
1760966136.032,0.000,,,,,
1760966136.063,0.000,,,,,
1760966136.096,0.000,,,,,
1760966136.127,0.000,,,,,
1760966136.159,0.000,,,,,
1760966136.192,0.000,,,,,
1760966136.224,0.000,,,,,
1760966136.260,0.000,,,,,
1760966136.303,0.000,,,,,
1760966136.336,0.000,,,,,
1760966136.368,0.000,,,,,
1760966136.399,0.000,,,,,
1760966136.431,0.000,,,,,
1760966136.465,0.000,,,,,
1760966136.495,0.000,,,,,
1760966136.527,0.000,,,,,
1760966136.560,0.000,,,,,
1760966136.591,0.000,,,,,
1760966136.639,0.000,,,,,
1760966136.671,0.000,,,,,
1760966136.703,0.000,,,,,
1760966136.735,0.000,,,,,
1760966136.767,0.000,,,,,
1760966136.799,0.000,,,,,
1760966136.832,0.000,,,,,
1760966136.863,0.000,,,,,
1760966136.895,0.000,,,,,
1760966136.927,0.000,,,,,
1760966136.960,0.000,,,,,
1760966137.007,0.000,,,,,
1760966137.039,0.000,,,,,
1760966137.072,0.000,,,,,
1760966137.104,0.000,,,,,
1760966137.136,0.000,,,,,
1760966137.168,0.000,,,,,
1760966137.199,0.000,,,,,
1760966137.231,0.000,,,,,
1760966137.263,0.000,,,,,
1760966137.295,0.000,,,,,
1760966137.328,0.000,,,,,
1760966137.375,0.000,,,,,
1760966137.407,0.000,,,,,
1760966137.440,0.000,,,,,
1760966137.471,0.000,,,,,
1760966137.503,0.000,,,,,
1760966137.536,0.000,,,,,
1760966137.569,0.000,,,,,
1760966137.599,0.000,,,,,
1760966137.631,0.000,,,,,
1760966137.663,0.000,,,,,
1760966137.696,0.000,,,,,
1760966137.743,0.000,,,,,
1760966137.777,0.000,,,,,
1760966137.807,0.000,,,,,
1760966137.839,138.815,0.43223071098327637,,,,
1760966137.870,138.815,0.43223071098327637,,,,
1760966137.903,138.815,0.43223071098327637,,,,
1760966137.936,138.815,0.43223071098327637,,,,
1760966137.968,138.815,0.43223071098327637,,,,
1760966137.999,138.815,0.43223071098327637,,,,
1760966138.031,138.815,0.43223071098327637,,,,
1760966138.064,138.815,0.43223071098327637,,,,
1760966138.112,138.815,0.43223071098327637,,,,
1760966138.143,197.069,0.3044612407684326,,,,
1760966138.175,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.209,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.239,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.272,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.303,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.335,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.367,91.499,0.3044612407684326,1.007023572921753,,,107.140
1760966138.400,95.031,0.25571775436401367,1.007023572921753,,,118.996
1760966138.448,95.031,0.25571775436401367,1.007023572921753,,,118.996
1760966138.479,95.031,0.25571775436401367,1.007023572921753,,,118.996
1760966138.512,95.031,0.25571775436401367,1.007023572921753,,,118.996
1760966138.544,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.575,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.607,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.641,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.671,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.703,192.249,0.25571775436401367,0.3684711456298828,,,36.128
1760966138.735,170.422,0.3356630802154541,0.3684711456298828,,,9.319
1760966138.768,170.422,0.3356630802154541,0.3684711456298828,,,9.319
1760966138.815,170.422,0.3356630802154541,0.3684711456298828,,,9.319
1760966138.848,170.422,0.3356630802154541,0.3684711456298828,,,9.319
1760966138.879,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966138.911,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966138.944,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966138.975,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966139.007,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966139.040,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966139.071,178.660,0.3356630802154541,0.3360021114349365,,,0.101
1760966139.103,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.135,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.184,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.216,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.247,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.280,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.311,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.343,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.376,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.407,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.439,170.383,0.36829471588134766,0.3360021114349365,,,9.170
1760966139.472,125.021,0.36829471588134766,0.591543436050415,,,46.518
1760966139.505,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.552,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.583,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.615,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.647,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.680,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.713,120.965,0.4004795551300049,0.591543436050415,,,38.520
1760966139.743,177.978,0.4004795551300049,0.2737593650817871,,,37.589
1760966139.776,177.978,0.4004795551300049,0.2737593650817871,,,37.589
1760966139.808,177.978,0.4004795551300049,0.2737593650817871,,,37.589
1760966139.839,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966139.871,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966139.920,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966139.951,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966139.983,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966140.016,196.719,0.33624696731567383,0.2737593650817871,,,20.487
1760966140.047,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.079,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.111,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.144,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.175,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.208,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.255,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.287,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.319,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.351,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.385,187.800,0.33624696731567383,0.30273008346557617,,,10.491
1760966140.415,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.448,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.479,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.511,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.543,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.577,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.624,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.655,136.442,0.5767631530761719,0.30273008346557617,,,62.316
1760966140.687,209.394,0.2703518867492676,0.30273008346557617,,,11.300
1760966140.720,209.394,0.2703518867492676,0.30273008346557617,,,11.300
1760966140.751,209.394,0.2703518867492676,0.30273008346557617,,,11.300
1760966140.783,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.816,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.847,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.879,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.911,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.944,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966140.991,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966141.024,119.313,0.2703518867492676,0.7354087829589844,,,92.478
1760966141.056,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.087,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.120,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.151,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.183,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.217,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.247,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.280,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.311,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.359,220.819,0.2703518867492676,0.27307891845703125,,,1.004
1760966141.392,198.199,0.2703518867492676,0.3350989818572998,,,21.388
1760966141.423,198.199,0.2703518867492676,0.3350989818572998,,,21.388
1760966141.456,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.487,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.519,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.551,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.584,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.616,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.648,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.679,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.728,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.759,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.791,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.823,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.855,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.889,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.919,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.951,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966141.983,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.015,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.047,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.096,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.128,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.159,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.192,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.224,108.789,0.7679524421691895,0.3350989818572998,,,78.483
1760966142.255,108.789,0.7679524421691895,0.3350989818572998,,,78.483
