t,joint_name,side,angle_deg
1760968954.500,elbow_left,-,141.83386034014234
1760968955.908,elbow_left,-,152.31046287526007
1760968955.940,elbow_left,-,160.11907174919588
1760968955.971,elbow_left,-,163.5349089060692
1760968956.004,elbow_left,-,176.8034668073838
1760968956.037,elbow_left,-,166.19353620619225
1760968956.212,elbow_left,-,175.8340186564613
1760968956.244,elbow_left,-,176.30986285780492
1760968956.276,elbow_left,-,174.17607080061092
1760968956.308,elbow_left,-,172.56409716760322
1760968956.308,neck_flex,-,18.589282885519424
1760968956.340,elbow_left,-,174.2440806559496
1760968956.340,elbow_right,-,62.16103633176257
1760968956.372,elbow_left,-,175.6036789732002
1760968956.372,elbow_right,-,61.241817529758805
1760968956.404,elbow_left,-,178.73730929569786
1760968956.404,elbow_right,-,64.42966407816478
1760968956.437,elbow_left,-,171.9437996665236
1760968956.468,elbow_left,-,163.41526205324362
1760968956.468,elbow_right,-,142.15576772619127
1760968956.500,elbow_left,-,165.9354922159202
1760968956.500,elbow_right,-,152.54518430055944
1760968956.532,elbow_left,-,154.25354614816362
1760968956.581,elbow_left,-,155.81931692552277
1760968956.581,elbow_right,-,164.30111857242744
1760968956.612,elbow_left,-,155.15653536739558
1760968956.644,elbow_left,-,151.63578463310296
1760968956.644,elbow_right,-,165.41046590904332
1760968956.677,elbow_left,-,148.5978232777906
1760968956.677,elbow_right,-,171.05380593467552
1760968956.708,elbow_left,-,146.3286193301712
1760968956.708,elbow_right,-,170.68442737915032
1760968956.739,elbow_left,-,140.31670221064059
1760968956.772,elbow_left,-,134.66834711464594
1760968956.804,elbow_left,-,131.61369073856005
1760968956.804,elbow_right,-,165.7929150957594
1760968956.836,elbow_left,-,125.45166500230854
1760968956.836,elbow_right,-,157.70511892537698
1760968956.869,elbow_left,-,123.27102535963074
1760968956.869,elbow_right,-,153.0646142930175
1760968956.916,elbow_left,-,122.37826258376442
1760968956.916,elbow_right,-,147.54700480078012
1760968956.947,elbow_left,-,116.2977940923531
1760968956.947,elbow_right,-,149.2900460804239
1760968956.981,elbow_right,-,142.95026496595426
1760968957.013,elbow_right,-,136.0515548409527
1760968957.045,elbow_right,-,126.39192259583541
1760968957.108,elbow_left,-,97.38991055868166
1760968957.140,elbow_left,-,91.89323879937305
1760968957.172,elbow_left,-,93.37073569301688
1760968957.204,elbow_left,-,89.7034795405292
1760968957.284,elbow_left,-,81.46575023670268
1760968957.317,elbow_left,-,77.78387994618369
1760968957.411,elbow_left,-,70.21715386261673
1760968957.411,elbow_right,-,47.66777832103103
1760968957.475,elbow_left,-,69.38902651337229
1760968957.651,elbow_right,-,32.38055549002718
1760968957.683,elbow_right,-,26.350637102935565
1760968957.717,elbow_right,-,29.793109965628986
1760968957.780,elbow_right,-,26.838339148771755
1760968957.813,elbow_right,-,25.95010342618648
1760968957.845,elbow_right,-,27.728191864488387
1760968957.875,elbow_right,-,28.711039694657003
1760968957.907,elbow_right,-,26.808626440414983
1760968957.941,elbow_right,-,26.625118472103505
1760968957.972,elbow_right,-,27.90350932846448
1760968958.020,elbow_right,-,28.465558811528147
1760968958.051,elbow_right,-,26.941876134142863
1760968958.117,elbow_right,-,28.856981732044176
1760968958.148,elbow_right,-,25.43838325455289
1760968958.182,elbow_right,-,27.82396487229408
1760968958.212,elbow_right,-,27.03543840047522
1760968958.276,elbow_right,-,24.330709376635077
1760968958.339,elbow_right,-,25.458832430811412
1760968958.517,elbow_right,-,21.73812188899962
1760968958.644,elbow_right,-,22.931955819796954
1760968958.644,neck_flex,-,61.4830287557022
1760968958.676,elbow_right,-,21.215386061466177
1760968958.724,elbow_right,-,23.41966330499276
1760968958.756,elbow_right,-,24.782080652469244
1760968958.819,elbow_right,-,21.014465605962396
1760968958.819,neck_flex,-,69.720660441765
1760968958.853,elbow_right,-,22.584471990588256
1760968958.884,elbow_right,-,24.10436677257397
1760968958.980,elbow_right,-,21.61984352083355
1760968959.012,elbow_right,-,28.835873793412983
1760968959.045,elbow_right,-,27.563016494288174
1760968959.091,elbow_right,-,27.16837669048244
1760968959.252,elbow_right,-,43.723257088182294
1760968959.285,neck_flex,-,101.3273631455846
1760968959.315,elbow_left,-,34.918178246265654
1760968959.348,elbow_left,-,35.45124652189906
1760968959.348,elbow_right,-,20.29471569228466
1760968959.380,elbow_left,-,39.255827209810036
1760968959.380,neck_flex,-,123.85875720062555
1760968959.412,elbow_left,-,38.19026209525725
1760968959.412,neck_flex,-,99.5046707645378
1760968959.460,elbow_left,-,8.306099040694923
1760968959.460,neck_flex,-,85.49112217725518
1760968959.493,neck_flex,-,51.33651684274129
1760968959.523,elbow_right,-,16.44002242304111
1760968959.556,elbow_right,-,17.45801330651477
1760968959.621,elbow_left,-,37.28738243200412
1760968959.748,elbow_left,-,39.93195724284619
1760968959.780,elbow_left,-,45.67589351117898
1760968959.780,elbow_right,-,70.84537133547192
1760968959.828,elbow_left,-,55.60065580958204
1760968959.892,elbow_left,-,56.59253942768292
1760968959.925,elbow_left,-,52.856093273918425
1760968959.925,elbow_right,-,80.88622249511731
1760968959.955,elbow_right,-,80.03921035016239
1760968959.988,elbow_left,-,47.73537843920417
1760968959.988,elbow_right,-,77.8187053835384
1760968960.020,elbow_left,-,53.1227493016241
1760968960.020,elbow_right,-,67.74696559714356
1760968960.052,elbow_left,-,63.959672873639576
1760968960.052,elbow_right,-,59.34706460389622
1760968960.083,elbow_right,-,53.51111457464197
1760968960.117,elbow_left,-,119.88127565953732
1760968960.117,elbow_right,-,51.47131373465877
1760968960.148,elbow_left,-,147.07796441434502
1760968960.196,elbow_left,-,140.3251264614125
1760968960.228,elbow_left,-,139.91819132916442
1760968960.259,elbow_left,-,144.34171488305984
1760968960.291,elbow_right,-,174.79289575894285
1760968960.484,elbow_left,-,140.044181028975
1760968960.532,elbow_left,-,142.27666771871466
1760968960.693,elbow_left,-,146.90220222717198
1760968960.724,elbow_left,-,147.59800526897865
1760968960.788,elbow_left,-,144.4281688777659
1760968960.821,elbow_left,-,147.56017477651002
1760968960.852,elbow_left,-,147.33563757770955
1760968960.900,elbow_left,-,149.96598769996712
1760968960.931,elbow_left,-,150.96354082672352
1760968960.964,elbow_left,-,150.2495798978964
1760968960.995,elbow_left,-,146.50876521945088
1760968961.059,elbow_left,-,147.54700480078012
1760968961.092,elbow_left,-,139.62278064331423
1760968961.124,elbow_left,-,123.16958942205312
1760968961.156,elbow_left,-,117.83680865039241
1760968961.188,elbow_left,-,121.29171758664836
1760968961.221,elbow_left,-,120.7445340400738
1760968961.269,elbow_left,-,114.10495406772498
1760968961.300,elbow_left,-,108.79176349750223
1760968961.332,elbow_left,-,107.99588364106306
1760968961.364,elbow_left,-,113.78671816466766
1760968961.396,elbow_left,-,101.59110060477626
1760968961.428,elbow_left,-,108.14686984135406
1760968961.460,elbow_left,-,117.34352980518463
1760968961.524,elbow_left,-,102.54835525361213
1760968961.796,elbow_left,-,128.35711351751897
1760968961.828,elbow_left,-,130.83569187639068
1760968961.892,elbow_left,-,151.84628454367095
1760968961.924,elbow_left,-,163.0060463386951
1760968962.131,elbow_right,-,176.73853213358933
1760968962.163,elbow_right,-,176.70835791501088
1760968962.228,elbow_right,-,176.47541028028454
1760968962.261,elbow_right,-,174.889902359877
1760968962.293,elbow_right,-,175.50072077079403
1760968962.341,elbow_right,-,173.1120816101978
1760968962.372,elbow_right,-,171.6982755338542
1760968962.404,elbow_right,-,170.52356407590878
1760968962.436,elbow_right,-,167.43760734578152
1760968962.500,elbow_right,-,163.23122156164874
1760968962.533,elbow_right,-,160.2314501073181
1760968962.595,elbow_right,-,153.39225369554896
1760968962.660,elbow_right,-,147.14495733296692
1760968962.741,elbow_right,-,135.38040361152827
1760968962.772,elbow_right,-,130.74461604195653
1760968962.804,elbow_right,-,127.24223073282029
1760968963.605,elbow_right,-,138.45722035190013
1760968963.699,elbow_right,-,146.2613657649129
1760968963.732,elbow_right,-,148.3127811182704
1760968963.813,elbow_right,-,156.79889801822583
1760968963.844,elbow_right,-,157.46387184170422
1760968963.876,elbow_right,-,161.67324874505152
1760968963.907,elbow_right,-,164.71019977134003
1760968963.940,elbow_right,-,163.8129609319322
1760968963.972,elbow_right,-,165.32110338088287
1760968964.005,elbow_right,-,166.52894945962413
1760968964.068,elbow_right,-,167.56030676596637
1760968964.244,elbow_right,-,162.5332122365301
1760968964.277,neck_flex,-,57.547823338280246
1760968964.308,elbow_right,-,159.83331544119395
1760968964.340,elbow_right,-,159.29190942089141
1760968964.340,neck_flex,-,53.7799369149006
1760968964.372,elbow_right,-,159.65783024369617
1760968964.372,neck_flex,-,51.90191014257713
1760968964.404,elbow_right,-,162.22481222123525
1760968964.404,neck_flex,-,54.427072585294816
1760968964.436,elbow_right,-,160.8287508277745
1760968964.436,neck_flex,-,51.6549142954856
1760968964.469,elbow_right,-,161.90048652199673
1760968964.548,elbow_right,-,160.21172959012833
1760968964.548,neck_flex,-,55.71953191498647
1760968964.579,elbow_right,-,161.95685416260878
1760968964.579,neck_flex,-,55.85283273717992
1760968964.612,elbow_right,-,162.2029329705676
1760968964.612,neck_flex,-,56.328979066852085
1760968964.644,elbow_right,-,165.53341276144522
1760968964.644,neck_flex,-,55.76958471663257
1760968964.676,elbow_right,-,164.18975449433557
1760968964.676,neck_flex,-,55.36371494329398
