t,joint_name,side,angle_deg
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.530999999959022,5.172293912156772,5.172293912156772,17.08066145180186,17.08066145180186
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.530999999959022,5.172293912156772,5.172293912156772,17.08066145180186,17.08066145180186
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.54699999996228,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.54699999996228,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.54699999996228,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.54699999996228,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.60999999998603,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.60999999998603,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.60999999998603,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.60999999998603,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.078791803085258,5.078791803085258,16.849802012933818,16.849802012933818
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.655999999959022,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
t,shoulder_L_abd_raw,shoulder_L_abd_smoothed,shoulder_R_abd_raw,shoulder_R_abd_smoothed
16.71899999998277,5.3263081869122235,5.3263081869122235,16.41160493021787,16.41160493021787
