t,cadence,step_time_L,step_time_R,rel_step_len_L,rel_step_len_R,SI
10.813,0.000,,,,,
10.813,0.000,,,,,
10.860,0.000,,,,,
10.907,0.000,,,,,
10.907,0.000,,,,,
10.954,0.000,,,,,
10.954,0.000,,,,,
10.985,0.000,,,,,
11.032,0.000,,,,,
11.079,0.000,,,,,
11.079,0.000,,,,,
11.125,0.000,,,,,
11.125,0.000,,,,,
11.172,0.000,,,,,
11.219,0.000,,,,,
11.266,0.000,,,,,
11.266,0.000,,,,,
11.313,0.000,,,,,
11.344,0.000,,,,,
11.344,0.000,,,,,
11.391,0.000,,,,,
11.438,0.000,,,,,
11.485,0.000,,,,,
11.532,0.000,,,,,
11.563,0.000,,,,,
11.579,0.000,,,,,
11.610,0.000,,,,,
11.672,0.000,,,,,
11.704,0.000,,,,,
11.719,0.000,,,,,
11.750,0.000,,,,,
11.797,0.000,,,,,
11.860,0.000,,,,,
11.860,0.000,,,,,
11.907,0.000,,,,,
11.907,0.000,,,,,
11.954,0.000,,,,,
12.000,0.000,,,,,
12.000,0.000,,,,,
12.047,0.000,,,,,
12.094,0.000,,,,,
12.141,0.000,,,,,
12.188,0.000,,,,,
12.235,0.000,,,,,
12.235,0.000,,,,,
12.282,0.000,,,,,
12.282,0.000,,,,,
12.360,0.000,,,,,
12.407,0.000,,,,,
12.407,0.000,,,,,
12.454,0.000,,,,,
12.469,0.000,,,,,
12.516,0.000,,,,,
12.532,0.000,,,,,
12.579,0.000,,,,,
12.625,0.000,,,,,
12.625,0.000,,,,,
12.657,0.000,,,,,
12.719,0.000,,,,,
12.766,0.000,,,,,
12.782,0.000,,,,,
12.829,0.000,,,,,
12.891,0.000,,,,,
12.891,0.000,,,,,
12.938,0.000,,,,,
12.938,0.000,,,,,
12.985,0.000,,,,,
13.032,0.000,,,,,
13.079,0.000,,,,,
13.141,0.000,,,,,
13.141,0.000,,,,,
13.188,0.000,,,,,
13.188,0.000,,,,,
13.235,0.000,,,,,
13.282,0.000,,,,,
13.297,0.000,,,,,
13.344,0.000,,,,,
13.360,0.000,,,,,
13.407,0.000,,,,,
13.422,0.000,,,,,
13.469,0.000,,,,,
13.469,0.000,,,,,
13.516,0.000,,,,,
13.563,0.000,,,,,
13.594,0.000,,,,,
13.610,0.000,,,,,
13.641,0.000,,,,,
13.688,0.000,,,,,
13.750,0.000,,,,,
13.750,0.000,,,,,
13.797,0.000,,,,,
13.844,0.000,,,,,
13.891,0.000,,,,,
13.938,0.000,,,,,
13.985,0.000,,,,,
14.016,0.000,,,,,
14.063,0.000,,,,,
14.110,0.000,,,,,
14.157,0.000,,,,,
14.157,0.000,,,,,
14.204,0.000,,,,,
14.250,0.000,,,,,
14.250,0.000,,,,,
14.297,0.000,,,,,
14.297,0.000,,,,,
14.344,0.000,,,,,
14.391,0.000,,,,,
14.391,0.000,,,,,
14.438,0.000,,,,,
14.485,0.000,,,,,
14.485,0.000,,,,,
14.532,0.000,,,,,
14.579,0.000,,,,,
14.625,0.000,,,,,
14.625,0.000,,,,,
14.672,0.000,,,,,
14.719,0.000,,,,,
14.719,0.000,,,,,
14.766,0.000,,,,,
14.813,0.000,,,,,
14.813,0.000,,,,,
14.860,0.000,,,,,
14.907,0.000,,,,,
14.954,0.000,,,,,
14.954,0.000,,,,,
15.000,0.000,,,,,
15.047,0.000,,,,,
15.079,0.000,,,,,
15.125,0.000,,,,,
15.188,0.000,,,,,
15.219,0.000,,,,,
15.266,0.000,,,,,
15.266,0.000,,,,,
15.313,0.000,,,,,
15.360,0.000,,,,,
15.360,0.000,,,,,
15.407,0.000,,,,,
15.454,0.000,,,,,
15.454,0.000,,,,,
15.500,0.000,,,,,
15.547,0.000,,,,,
15.594,0.000,,,,,
15.641,0.000,,,,,
15.641,0.000,,,,,
15.688,0.000,,,,,
15.719,0.000,,,,,
15.766,0.000,,,,,
15.766,0.000,,,,,
15.813,0.000,,,,,
15.860,0.000,,,,,
15.860,0.000,,,,,
15.907,0.000,,,,,
15.954,0.000,,,,,
16.000,0.000,,,,,
16.000,0.000,,,,,
16.047,0.000,,,,,
16.094,0.000,,,,,
