t,cadence,step_time_L,step_time_R,rel_step_len_L,rel_step_len_R,SI
30.157,0.000,,,,,
30.172,0.000,,,,,
30.219,0.000,,,,,
30.266,0.000,,,,,
30.313,0.000,,,,,
30.313,0.000,,,,,
30.360,0.000,,,,,
30.407,0.000,,,,,
30.454,0.000,,,,,
30.454,0.000,,,,,
30.500,0.000,,,,,
30.547,0.000,,,,,
30.563,0.000,,,,,
30.610,0.000,,,,,
30.657,0.000,,,,,
30.657,0.000,,,,,
30.719,0.000,,,,,
30.719,0.000,,,,,
30.766,0.000,,,,,
30.813,0.000,,,,,
30.860,0.000,,,,,
30.875,0.000,,,,,
30.922,0.000,,,,,
30.922,0.000,,,,,
30.969,0.000,,,,,
31.016,0.000,,,,,
31.063,0.000,,,,,
31.079,0.000,,,,,
31.110,0.000,,,,,
31.157,0.000,,,,,
31.204,0.000,,,,,
31.204,0.000,,,,,
31.250,0.000,,,,,
31.297,0.000,,,,,
31.297,0.000,,,,,
31.360,0.000,,,,,
31.360,0.000,,,,,
31.407,0.000,,,,,
31.454,0.000,,,,,
31.454,0.000,,,,,
31.500,0.000,,,,,
31.532,0.000,,,,,
31.579,0.000,,,,,
31.610,0.000,,,,,
31.657,0.000,,,,,
31.657,0.000,,,,,
31.704,0.000,,,,,
31.750,0.000,,,,,
31.750,0.000,,,,,
31.797,0.000,,,,,
31.813,0.000,,,,,
31.844,0.000,,,,,
31.891,0.000,,,,,
31.954,0.000,,,,,
31.954,0.000,,,,,
32.000,0.000,,,,,
32.047,0.000,,,,,
32.047,0.000,,,,,
32.094,0.000,,,,,
32.141,0.000,,,,,
32.141,0.000,,,,,
32.188,0.000,,,,,
32.250,0.000,,,,,
32.250,0.000,,,,,
32.297,0.000,,,,,
32.344,0.000,,,,,
32.391,0.000,,,,,
32.391,0.000,,,,,
32.438,0.000,,,,,
32.438,0.000,,,,,
32.485,0.000,,,,,
32.532,0.000,,,,,
32.547,0.000,,,,,
32.579,0.000,,,,,
32.641,0.000,,,,,
32.641,0.000,,,,,
32.688,0.000,,,,,
32.735,0.000,,,,,
32.735,0.000,,,,,
32.797,0.000,,,,,
32.844,0.000,,,,,
32.875,0.000,,,,,
32.922,0.000,,,,,
32.954,0.000,,,,,
32.969,0.000,,,,,
33.016,0.000,,,,,
33.047,0.000,,,,,
33.047,0.000,,,,,
33.094,0.000,,,,,
33.141,0.000,,,,,
33.188,0.000,,,,,
33.188,0.000,,,,,
33.235,0.000,,,,,
33.235,0.000,,,,,
33.282,0.000,,,,,
33.329,0.000,,,,,
33.375,0.000,,,,,
33.375,0.000,,,,,
33.422,0.000,,,,,
33.469,0.000,,,,,
33.485,0.000,,,,,
33.532,0.000,,,,,
33.579,0.000,,,,,
33.579,0.000,,,,,
33.641,0.000,,,,,
33.641,0.000,,,,,
33.719,0.000,,,,,
33.719,0.000,,,,,
33.782,0.000,,,,,
33.782,0.000,,,,,
33.829,0.000,,,,,
33.844,0.000,,,,,
33.891,0.000,,,,,
33.938,0.000,,,,,
33.985,0.000,,,,,
33.985,0.000,,,,,
34.047,0.000,,,,,
34.047,0.000,,,,,
34.094,0.000,,,,,
34.141,0.000,,,,,
34.157,0.000,,,,,
34.204,0.000,,,,,
34.250,0.000,,,,,
34.266,0.000,,,,,
34.313,0.000,,,,,
34.375,0.000,,,,,
34.422,0.000,,,,,
34.469,0.000,,,,,
34.469,0.000,,,,,
34.516,0.000,,,,,
34.547,0.000,,,,,
34.610,0.000,,,,,
34.641,0.000,,,,,
34.688,0.000,,,,,
34.735,0.000,,,,,
34.782,0.000,,,,,
34.782,0.000,,,,,
34.829,0.000,,,,,
34.875,0.000,,,,,
34.938,0.000,,,,,
34.938,0.000,,,,,
35.016,0.000,,,,,
35.032,0.000,,,,,
35.094,0.000,,,,,
35.094,0.000,,,,,
35.172,0.000,,,,,
35.172,0.000,,,,,
35.235,0.000,,,,,
35.250,0.000,,,,,
35.313,0.000,,,,,
35.375,0.000,,,,,
35.438,0.000,,,,,
35.438,0.000,,,,,
35.516,0.000,,,,,
35.516,0.000,,,,,
35.579,0.000,,,,,
35.579,0.000,,,,,
35.641,0.000,,,,,
35.641,0.000,,,,,
35.704,0.000,,,,,
35.766,0.000,,,,,
35.829,0.000,,,,,
35.875,0.000,,,,,
35.938,0.000,,,,,
35.954,0.000,,,,,
36.000,0.000,,,,,
36.016,0.000,,,,,
36.063,0.000,,,,,
36.063,0.000,,,,,
36.110,0.000,,,,,
36.157,0.000,,,,,
36.188,0.000,,,,,
36.235,0.000,,,,,
36.235,0.000,,,,,
36.297,0.000,,,,,
36.344,0.000,,,,,
36.344,0.000,,,,,
36.391,0.000,,,,,
36.391,0.000,,,,,
36.438,0.000,,,,,
36.485,0.000,,,,,
36.532,0.000,,,,,
36.532,0.000,,,,,
36.579,0.000,,,,,
36.625,0.000,,,,,
36.672,0.000,,,,,
36.688,0.000,,,,,
36.735,0.000,,,,,
36.766,0.000,,,,,
36.782,0.000,,,,,
36.829,0.000,,,,,
36.829,0.000,,,,,
36.875,0.000,,,,,
36.922,0.000,,,,,
36.969,0.000,,,,,
36.985,0.000,,,,,
37.032,0.000,,,,,
37.032,0.000,,,,,
37.094,0.000,,,,,
37.094,0.000,,,,,
37.157,0.000,,,,,
37.157,0.000,,,,,
37.204,0.000,,,,,
37.250,0.000,,,,,
37.266,0.000,,,,,
37.313,0.000,,,,,
37.360,0.000,,,,,
37.360,0.000,,,,,
37.407,0.000,,,,,
37.454,0.000,,,,,
37.454,0.000,,,,,
37.516,0.000,,,,,
37.547,0.000,,,,,
37.563,0.000,,,,,
37.610,0.000,,,,,
37.610,0.000,,,,,
37.657,0.000,,,,,
37.704,0.000,,,,,
37.704,0.000,,,,,
37.750,0.000,,,,,
37.797,0.000,,,,,
37.797,0.000,,,,,
37.829,0.000,,,,,
37.891,0.000,,,,,
37.891,0.000,,,,,
37.938,0.000,,,,,
37.985,0.000,,,,,
37.985,0.000,,,,,
38.032,0.000,,,,,
38.063,0.000,,,,,
38.110,0.000,,,,,
38.157,0.000,,,,,
38.204,0.000,,,,,
38.204,0.000,,,,,
38.250,0.000,,,,,
38.297,0.000,,,,,
38.297,0.000,,,,,
38.360,0.000,,,,,
38.391,0.000,,,,,
38.438,0.000,,,,,
