t,cadence,step_time_L,step_time_R,rel_step_len_L,rel_step_len_R,SI
1760969672.255,0.000,,,,,
1760969672.286,0.000,,,,,
1760969672.318,0.000,,,,,
1760969672.350,0.000,,,,,
1760969672.381,0.000,,,,,
1760969672.429,0.000,,,,,
1760969672.462,0.000,,,,,
1760969672.494,0.000,,,,,
1760969672.526,0.000,,,,,
1760969672.558,0.000,,,,,
1760969672.589,0.000,,,,,
1760969672.622,0.000,,,,,
1760969672.654,0.000,,,,,
1760969672.686,0.000,,,,,
1760969672.717,0.000,,,,,
1760969672.749,0.000,,,,,
1760969672.797,0.000,,,,,
1760969672.830,0.000,,,,,
1760969672.861,0.000,,,,,
1760969672.893,0.000,,,,,
1760969672.926,0.000,,,,,
1760969672.957,0.000,,,,,
1760969672.990,0.000,,,,,
1760969673.022,0.000,,,,,
1760969673.054,0.000,,,,,
1760969673.086,0.000,,,,,
1760969673.117,0.000,,,,,
1760969673.166,0.000,,,,,
1760969673.198,0.000,,,,,
1760969673.229,0.000,,,,,
1760969673.261,0.000,,,,,
1760969673.293,0.000,,,,,
1760969673.326,0.000,,,,,
1760969673.357,0.000,,,,,
1760969673.389,0.000,,,,,
1760969673.421,0.000,,,,,
1760969673.453,0.000,,,,,
1760969673.486,0.000,,,,,
1760969673.533,0.000,,,,,
1760969673.566,0.000,,,,,
1760969673.597,0.000,,,,,
1760969673.629,0.000,,,,,
1760969673.661,0.000,,,,,
1760969673.694,0.000,,,,,
1760969673.725,0.000,,,,,
1760969673.758,0.000,,,,,
1760969673.790,0.000,,,,,
1760969673.822,0.000,,,,,
1760969673.869,0.000,,,,,
1760969673.902,0.000,,,,,
1760969673.934,0.000,,,,,
1760969673.966,0.000,,,,,
1760969673.998,0.000,,,,,
1760969674.030,0.000,,,,,
1760969674.062,0.000,,,,,
1760969674.093,0.000,,,,,
1760969674.126,0.000,,,,,
1760969674.157,0.000,,,,,
1760969674.190,0.000,,,,,
1760969674.238,0.000,,,,,
1760969674.270,0.000,,,,,
1760969674.301,0.000,,,,,
1760969674.334,0.000,,,,,
1760969674.366,0.000,,,,,
1760969674.397,0.000,,,,,
1760969674.431,0.000,,,,,
1760969674.461,0.000,,,,,
1760969674.493,0.000,,,,,
1760969674.526,0.000,,,,,
1760969674.558,0.000,,,,,
1760969674.606,0.000,,,,,
1760969674.637,0.000,,,,,
1760969674.670,0.000,,,,,
1760969674.702,0.000,,,,,
1760969674.733,0.000,,,,,
1760969674.765,0.000,,,,,
1760969674.798,0.000,,,,,
1760969674.831,0.000,,,,,
1760969674.862,0.000,,,,,
1760969674.893,0.000,,,,,
1760969674.926,0.000,,,,,
1760969674.974,0.000,,,,,
1760969675.006,0.000,,,,,
1760969675.038,0.000,,,,,
1760969675.070,0.000,,,,,
1760969675.102,0.000,,,,,
1760969675.134,0.000,,,,,
1760969675.166,0.000,,,,,
1760969675.197,0.000,,,,,
1760969675.229,0.000,,,,,
1760969675.263,0.000,,,,,
1760969675.294,0.000,,,,,
1760969675.342,0.000,,,,,
1760969675.374,0.000,,,,,
1760969675.406,0.000,,,,,
1760969675.437,0.000,,,,,
1760969675.469,0.000,,,,,
1760969675.502,0.000,,,,,
1760969675.533,0.000,,,,,
1760969675.566,0.000,,,,,
1760969675.598,0.000,,,,,
1760969675.630,0.000,,,,,
1760969675.677,0.000,,,,,
1760969675.710,0.000,,,,,
1760969675.742,219.815,0.27295708656311035,,,,
1760969675.773,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.805,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.837,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.870,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.901,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.934,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.966,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969675.997,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969676.046,197.052,0.27295708656311035,0.33602023124694824,,,20.711
1760969676.078,178.732,0.335376501083374,0.33602023124694824,,,0.192
1760969676.110,178.732,0.335376501083374,0.33602023124694824,,,0.192
1760969676.142,178.732,0.335376501083374,0.33602023124694824,,,0.192
1760969676.174,178.732,0.335376501083374,0.33602023124694824,,,0.192
1760969676.205,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.238,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.270,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.301,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.334,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.366,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.413,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.446,156.193,0.335376501083374,0.4329044818878174,,,25.389
1760969676.478,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.510,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.542,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.574,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.606,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.637,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.669,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.701,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.734,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.783,197.795,0.335376501083374,0.27131080627441406,,,21.120
1760969676.814,178.505,0.335376501083374,0.33687448501586914,,,0.446
1760969676.846,178.505,0.335376501083374,0.33687448501586914,,,0.446
1760969676.878,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969676.910,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969676.942,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969676.974,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.006,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.038,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.070,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.102,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.150,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.182,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.214,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.246,105.563,0.7998852729797363,0.33687448501586914,,,81.461
1760969677.277,94.958,0.7998852729797363,0.4638359546661377,,,53.184
1760969677.310,94.958,0.7998852729797363,0.4638359546661377,,,53.184
1760969677.341,94.958,0.7998852729797363,0.4638359546661377,,,53.184
1760969677.374,94.958,0.7998852729797363,0.4638359546661377,,,53.184
1760969677.406,94.958,0.7998852729797363,0.4638359546661377,,,53.184
1760969677.438,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.469,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.518,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.550,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.581,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.613,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.646,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.678,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.710,117.210,0.5599696636199951,0.4638359546661377,,,18.780
1760969677.742,117.210,0.5599696636199951,0.4638359546661377,,,18.780
