timestamp,activity,set_idx,reps_counted,target_reps,mean_rep_score,form_stability,symmetry_index,final_percent
2025-10-23 02:17:37,jumping_jack,Jumping Jacks,1,10,10,0.0000,0.2175,0.0000,6.50
2025-10-23 02:17:38,jumping_jack,Jumping Jacks,1,11,10,0.0000,0.2116,0.0000,6.30
