t,cadence,step_time_L,step_time_R,rel_step_len_L,rel_step_len_R,SI
1760966876.731,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.780,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.811,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.843,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.875,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.907,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.940,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966876.971,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.002,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.035,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.067,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.099,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.148,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.179,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.211,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.243,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.275,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.308,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.338,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.372,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.402,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.435,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.483,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.515,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.547,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.579,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.612,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.644,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.675,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.707,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.739,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.771,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.804,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.851,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.883,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.915,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.947,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966877.979,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.011,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.045,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.075,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.107,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.139,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.171,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.219,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.252,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.283,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.315,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.348,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.380,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.411,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.444,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.475,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.507,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.539,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.587,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.619,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.651,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.683,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.715,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.747,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.780,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.812,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.844,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.876,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.908,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.956,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966878.987,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966879.020,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966879.052,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966879.083,115.287,0.36806678771972656,0.6728115081787109,,,58.555
1760966879.116,115.287,0.36806678771972656,0.6728115081787109,,,58.555
