t,joint_name,side,angle_deg
9.078,elbow_right,-,60.25232849054172
9.141,shoulder_R_abd,R,127.02900802220657
9.219,elbow_right,-,77.4852769890709
9.281,elbow_right,-,80.37807569983177
9.344,elbow_right,-,82.19793429609003
9.406,elbow_right,-,81.51902367354045
9.469,elbow_right,-,83.80304019552977
9.547,elbow_right,-,83.24504165489822
9.625,elbow_right,-,84.39480005228623
9.688,elbow_right,-,84.78690457494257
9.750,elbow_right,-,84.89691871579225
9.813,elbow_right,-,85.7344363715861
9.875,elbow_right,-,86.33855475103107
9.953,elbow_right,-,86.70829678439162
10.016,elbow_right,-,86.35023808266416
10.078,elbow_right,-,87.05166019946525
10.141,elbow_right,-,68.26171643198325
10.219,elbow_right,-,48.36633558777696
10.281,elbow_right,-,34.00370338373304
10.360,elbow_right,-,19.708656972773483
10.422,elbow_right,-,17.629507842659468
10.485,elbow_right,-,23.570855905348104
10.547,elbow_right,-,20.69386950571808
10.610,elbow_right,-,26.177253292039815
10.672,elbow_right,-,24.950034161239532
10.750,elbow_right,-,22.87537437145287
10.813,elbow_right,-,12.743557847881823
11.688,elbow_right,-,33.68368569335844
11.750,elbow_right,-,59.349311477579185
11.813,elbow_right,-,72.18100209903312
11.891,elbow_right,-,81.92892447696696
11.953,elbow_right,-,73.6595596596322
12.016,elbow_right,-,70.36169195228881
12.078,elbow_right,-,66.9246118050042
12.141,elbow_right,-,67.78096406634015
12.235,elbow_right,-,66.75070786476462
12.297,elbow_right,-,60.91632322781491
12.360,elbow_right,-,37.80165660308008
12.828,elbow_right,-,22.577899577801134
12.891,elbow_right,-,23.114688260840705
13.031,elbow_right,-,36.399402029668174
13.094,shoulder_R_abd,R,74.37928639879524
13.156,elbow_right,-,57.6384568823413
13.219,elbow_right,-,65.84300822202741
13.281,elbow_right,-,65.31131282587455
13.360,elbow_right,-,78.01982197172764
13.422,elbow_right,-,71.79701218998991
13.500,elbow_right,-,65.81419238420739
13.563,elbow_left,-,68.37079698060532
13.563,elbow_right,-,75.61846667941509
13.625,elbow_right,-,74.89570721655781
13.688,elbow_right,-,79.32626569490786
13.766,elbow_right,-,78.81152028882981
